Date,MaxTemp,MinTemp,avgWind,avgGust,avgHumidity,avgCloud,avgPressure,totalPrecip,totalPrecipTmrw
04-12-2011,20,8,8.875,16,71.25,5.625,1017.5,0,0
04-13-2011,24,9,7.375,12.75,68.25,17.375,1016.25,0,0
04-14-2011,23,11,14.75,24,70.5,24.375,1012,0,20
04-15-2011,16,8,18.375,26.625,85.5,71.875,998.625,20,0
04-16-2011,11,4,19.625,27.5,81.375,57.125,1007.75,0,0
04-17-2011,24,4,12.375,21,63.625,19.375,1011,0,1
04-18-2011,25,11,8.875,15.5,78.75,44.5,1006.125,1,7
04-19-2011,25,9,12.875,21.75,90.375,74.25,1002.25,7,0
04-20-2011,13,2,11.375,16.25,76.5,42.75,1020.75,0,1
04-21-2011,17,5,15.125,22.375,74.125,41.5,1021.875,1,25
04-22-2011,23,9,12.875,21.125,94.125,71.25,1007.75,25,1
04-23-2011,19,11,4,7.625,82.375,52,1011.375,1,5
04-24-2011,15,10,9,13.625,91.625,79.125,1014,5,0
04-25-2011,22,13,11,16.875,90.25,55.25,1005.25,0,1
04-26-2011,19,11,13.875,20.375,83,51.25,1000,1,10
04-27-2011,12,6,13.25,20.625,91.25,53.5,1001.75,10,0
04-28-2011,19,6,18.625,29.5,72.25,12.75,1012.375,0,0
04-29-2011,24,8,11.125,19,70.5,4.75,1013.625,0,1
04-30-2011,20,13,15.25,25.5,83.375,45.375,1007.25,1,13
05-01-2011,14,7,11.25,18,83.375,48.125,1017,13,0
05-02-2011,12,5,9.25,14.875,82.375,67.875,1022.875,0,0
05-03-2011,15,4,12.375,18.875,65.75,19.875,1025.625,0,0
05-04-2011,19,0,6.375,11.375,63.625,9.375,1027.625,0,11
05-05-2011,20,8,11,18,84,45.875,1021.125,11,1
05-06-2011,22,7,9.5,16.5,72,35,1014.625,1,0
05-07-2011,27,12,11.375,18.25,72.5,26,1008.75,0,0
05-08-2011,29,12,7.75,12.625,74.125,12.875,1009,0,0
05-09-2011,29,18,15.75,24.75,85.625,41,1005.875,0,0
05-10-2011,32,21,15.125,25.75,69.25,23.5,1006.125,0,3
05-11-2011,30,21,11.75,21,76.25,18.5,1009.625,3,0
05-12-2011,29,18,12.25,20.25,68.5,11.75,1009.625,0,26
05-13-2011,21,12,13,19.25,90.125,45.75,1006.875,26,2
05-14-2011,13,7,18,25.125,86.625,86.875,1010.75,2,2
05-15-2011,11,7,16.375,23,89.375,94.375,1012.25,2,1
05-16-2011,17,5,11.75,17.625,70,30.25,1016.375,1,0
05-17-2011,18,5,8.625,13.125,68.5,1.75,1014.375,0,0
05-18-2011,23,3,4.125,7.5,69.375,21.75,1010.625,0,10
05-19-2011,22,13,12.875,21.25,84.375,59.5,1012.875,10,7
05-20-2011,25,15,13.625,24.25,89,50.375,1012.625,7,0
05-21-2011,30,17,11.25,18,73.125,37.25,1009.375,0,9
05-22-2011,30,19,17.75,28.875,82.125,23,1006.875,9,10
05-23-2011,26,18,17.125,28.875,87,23.125,1007,10,1
05-24-2011,31,16,8.5,14,76.5,30.25,1007.5,1,29
05-25-2011,26,15,14.625,24.75,90.5,38.625,999.875,29,2
05-26-2011,16,9,13.625,19.625,88.5,72.875,1009.625,2,0
05-27-2011,22,5,7.75,11,76.875,30,1012.625,0,0
05-28-2011,29,13,9.5,14.5,85.375,66.5,1006.5,0,0
05-29-2011,33,20,9.125,14.75,70.25,17,1008.125,0,0
05-30-2011,32,20,10.75,17,66.5,3.25,1013.875,0,2
05-31-2011,30,22,14.125,22.875,71.5,23.875,1019.25,2,0
06-01-2011,32,18,5.75,9.375,67.75,13.125,1023.125,0,0
06-02-2011,33,22,8.875,14.875,68.625,30.125,1018.125,0,0
06-03-2011,37,21,11.5,19.25,60.5,9.875,1016.125,0,0
06-04-2011,35,21,12.375,20.5,55.125,2,1018.625,0,0
06-05-2011,34,19,6.375,10.75,59.375,10.25,1017.875,0,0
06-06-2011,35,19,9.875,16.625,55.75,4.625,1014.125,0,0
06-07-2011,30,21,10.5,22.125,67.375,3,1012.375,0,0
06-08-2011,30,21,11.375,23.375,67.625,2.5,1011.375,0,0
06-09-2011,34,20,11.125,19.875,61.125,9.75,1012.375,0,0
06-10-2011,34,22,10.5,18.625,64.875,20.25,1011.625,0,19
06-11-2011,24,19,6.375,12.375,91.125,16.875,1013,19,0
06-12-2011,25,14,8.5,14.75,90.75,57.625,1015.75,0,6
06-13-2011,27,18,11.125,17.625,88.625,40.625,1014.75,6,14
06-14-2011,29,20,17.875,30,83.125,32,1010.25,14,2
06-15-2011,30,18,14.875,22.75,66.25,17.25,1007.875,2,0
06-16-2011,32,13,11.625,18.125,61.5,8,1009.625,0,0
06-17-2011,30,20,14.375,22.375,79.5,17.875,1008.625,0,6
06-18-2011,34,23,12.25,20.25,76.125,41.875,1007.375,6,0
06-19-2011,36,20,10.125,17.25,67.75,17.5,1006,0,0
06-20-2011,34,23,17,27.375,58.375,20.625,1003.625,0,0
06-21-2011,28,21,16.75,27.375,74.875,25.5,1004.25,0,0
06-22-2011,29,17,18.125,26.5,63.25,9.375,1007.625,0,0
06-23-2011,27,16,14.125,21.125,70.25,3.625,1009.625,0,0
06-24-2011,28,16,6,10.375,75.875,20,1011.125,0,7
06-25-2011,28,19,8.25,15.375,87.125,21.375,1010.375,7,17
06-26-2011,34,22,5.75,10.625,83.125,41.875,1010.375,17,0
06-27-2011,33,20,10.375,16.375,72.875,51.5,1013,0,0
06-28-2011,29,19,8.375,13.5,70.125,25.875,1016.625,0,0
06-29-2011,33,16,8.25,13.75,67,2.5,1016.875,0,0
06-30-2011,36,21,10.25,16.875,68.875,11.375,1014.875,0,0
07-01-2011,36,22,10.5,18.25,57.625,3.75,1014.875,0,1
07-02-2011,38,21,8.75,15.5,57.25,13,1015.875,1,32
07-03-2011,35,22,7.5,13.625,82,40.5,1014.625,32,10
07-04-2011,34,20,5.125,9.75,80.5,23.625,1013.875,10,0
07-05-2011,33,20,6.5,10.875,74.75,26.125,1014.375,0,3
07-06-2011,34,21,5.75,10.625,77.75,19.125,1014.125,3,8
07-07-2011,27,20,6.5,11.5,88.25,29.875,1011,8,1
07-08-2011,31,20,8.625,13,78.625,41.625,1009.875,1,0
07-09-2011,34,19,9.125,14.125,71.875,3.375,1011.75,0,0
07-10-2011,39,22,13.375,22.375,63,7.5,1010.5,0,0
07-11-2011,40,25,10.625,19.25,53.75,6.25,1011.75,0,0
07-12-2011,40,24,7.625,13.875,62.125,26.125,1012.625,0,6
07-13-2011,32,21,5.25,8.5,80.125,22.5,1013,6,2
07-14-2011,32,22,7.625,12.25,80,56.125,1012.25,2,0
07-15-2011,34,22,9.25,15.75,67.75,8.5,1012.125,0,0
07-16-2011,35,22,7.25,13.125,65,16.5,1014.75,0,0
07-17-2011,35,22,8.875,15.625,64,6.25,1018,0,0
07-18-2011,36,22,8.25,14.375,65.25,9.875,1017.875,0,0
07-19-2011,38,23,9.75,16.75,59,5.875,1014,0,0
07-20-2011,38,23,11.25,19.25,53,3.25,1011.375,0,0
07-21-2011,39,24,10.25,18.625,53.125,4.875,1010.75,0,0
07-22-2011,38,24,12.25,22.375,62.875,16.5,1011.5,0,0
07-23-2011,34,25,8.75,17.5,80.375,19.75,1013.25,0,2
07-24-2011,38,24,8.625,15,70.5,15.5,1014.625,2,0
07-25-2011,37,23,5.625,9.5,65.125,17.75,1013,0,0
07-26-2011,38,22,7.75,14,59.125,6.5,1010.375,0,0
07-27-2011,38,23,14.625,24.125,55.75,1.875,1010.25,0,0
07-28-2011,38,23,13.375,22.5,59.375,4.375,1012.75,0,8
07-29-2011,35,24,5.5,10.375,71.875,19.25,1014.5,8,12
07-30-2011,33,23,4.75,7.5,82.5,29.125,1016.125,12,11
07-31-2011,37,22,4.875,8.75,71,23.125,1016.875,11,0
08-01-2011,38,24,8.75,15.25,59.75,4.625,1015.125,0,0
08-02-2011,39,24,11.5,20,59.5,11.375,1010.125,0,0
08-03-2011,36,26,10,16.75,71,9,1008.125,0,1
08-04-2011,31,25,7.875,13.125,86,54.25,1011.875,1,1
08-05-2011,33,22,8,14.25,76.875,21.375,1011.625,1,6
08-06-2011,37,23,10,16.375,70.625,11.875,1009.125,6,0
08-07-2011,37,25,7.125,11.75,66,8.125,1008.5,0,0
08-08-2011,33,21,7.375,12.75,71.375,20.375,1008.125,0,0
08-09-2011,32,20,7.625,13.25,68.375,7.375,1008.375,0,0
08-10-2011,28,19,8,12.875,74.5,12.375,1011.125,0,0
08-11-2011,30,18,6.625,11.375,73.125,14.875,1014.125,0,0
08-12-2011,32,19,10.25,17.75,73.5,23.125,1013,0,0
08-13-2011,29,19,11.625,20.75,76.75,15.875,1013.5,0,0
08-14-2011,29,16,9.25,14.625,72.125,31.875,1015.25,0,0
08-15-2011,28,17,5.75,10.375,71.5,30.75,1014.625,0,3
08-16-2011,29,18,11.25,18.75,76.125,20.875,1015,3,10
08-17-2011,31,20,8.375,14.75,87,55.375,1015.375,10,0
08-18-2011,36,22,6.125,11.125,75.5,53.375,1013,0,0
08-19-2011,34,23,8.125,13.625,69.5,13,1010,0,13
08-20-2011,33,23,8.25,13.875,83.75,38.375,1012.125,13,7
08-21-2011,33,20,6.25,10.375,76.375,35.125,1014.375,7,0
08-22-2011,34,21,7.125,13.25,83.125,40.125,1016,0,0
08-23-2011,36,22,13.5,21.375,72.125,33.125,1011.625,0,0
08-24-2011,38,24,15.75,24.375,66,19.875,1009,0,0
08-25-2011,30,17,11.125,18.25,61.375,0.375,1014.5,0,0
08-26-2011,32,17,5,8.75,67.625,4.25,1015.125,0,0
08-27-2011,34,18,8.625,14.125,66.125,5.875,1013.5,0,0
08-28-2011,32,17,7.625,13.875,69.25,18,1012,0,0
08-29-2011,30,18,8.625,15.25,66.875,24.5,1013.75,0,1
08-30-2011,33,18,14,23,58.375,19.375,1013.375,1,0
08-31-2011,38,21,13.5,21.75,62.75,12.375,1012.875,0,0
09-01-2011,38,24,13.875,23.875,56.125,5,1014,0,0
09-02-2011,36,21,11.625,20.25,52.375,3.375,1013.5,0,0
09-03-2011,35,22,9.625,15.625,55.5,7.5,1011.625,0,0
09-04-2011,25,17,13.25,20,69.375,27.875,1014.5,0,0
09-05-2011,22,12,15.75,24,67.375,9.25,1017.25,0,0
09-06-2011,23,9,11.875,19.75,70.375,25,1019.25,0,0
09-07-2011,24,10,10.625,17.25,71.125,44.75,1021.25,0,0
09-08-2011,25,10,10.75,17.375,71.375,29.75,1019.25,0,0
09-09-2011,24,13,8.25,12.625,80.125,43.875,1014.375,0,18
09-10-2011,24,12,3.5,6.875,88.5,36.375,1014.5,18,0
09-11-2011,27,14,4.125,6.625,78.75,41.625,1017.125,0,0
09-12-2011,31,15,8.25,13.875,66.5,0.75,1017,0,0
09-13-2011,34,17,8.875,16,60,7.625,1013,0,69
09-14-2011,18,11,12.875,21.625,96,65.25,1016.375,69,0
09-15-2011,17,6,11.625,18.625,65.25,24.625,1025.875,0,0
09-16-2011,19,9,8.125,13.5,64.25,52.25,1024,0,1
09-17-2011,19,11,9.375,15,79.5,74.375,1021.125,1,11
09-18-2011,20,13,10.5,18,93.75,64.25,1016.5,11,3
09-19-2011,23,14,8.625,13.375,84.75,47.25,1015.875,3,0
09-20-2011,26,10,5.25,9.5,73.125,13.25,1015.625,0,0
09-21-2011,23,13,10.25,16.875,65.25,19.375,1017.25,0,7
09-22-2011,15,10,7.375,13.75,92.5,23.125,1020.625,7,0
09-23-2011,21,7,7.125,11.625,83.125,42.375,1017.875,0,0
09-24-2011,20,10,9.5,15.625,74.75,35.875,1013.5,0,0
09-25-2011,19,8,10.25,17,69.5,17.875,1011.375,0,0
09-26-2011,20,6,13.125,21,74.375,41,1010.25,0,0
09-27-2011,21,11,11.875,20.625,80.5,35.875,1011.25,0,0
09-28-2011,25,11,8.75,13.875,78.375,34.5,1011.125,0,0
09-29-2011,28,13,13.625,22.625,62.625,7.375,1012.625,0,0
09-30-2011,21,10,15,24.875,59,0.375,1020,0,0
10-01-2011,18,7,8.75,16,66.375,0.625,1024.125,0,0
10-02-2011,21,3,5.25,9.625,65.375,0,1024.375,0,0
10-03-2011,24,7,4.75,9.5,56.625,0,1023.125,0,0
10-04-2011,26,10,6.5,11.75,53.75,0,1023,0,0
10-05-2011,26,11,10.375,17.875,55.5,0.25,1022,0,0
10-06-2011,26,13,12.625,21.375,60.75,20.75,1020.875,0,0
10-07-2011,27,15,16.625,27.75,63.25,2.75,1022,0,0
10-08-2011,26,14,14,23.75,64.5,0,1022.75,0,0
10-09-2011,25,13,13.125,22.375,60.5,0.375,1022.875,0,0
10-10-2011,25,14,10.75,18.75,68.875,21.625,1018.375,0,4
10-11-2011,24,16,5.875,11.25,84.375,30.375,1013.375,4,3
10-12-2011,20,15,10.75,18.25,91.125,41.625,1007.25,3,0
10-13-2011,21,11,17.875,27.875,74.25,29.25,1005.875,0,0
10-14-2011,20,10,14.625,23.875,56.375,17.25,1012,0,0
10-15-2011,21,7,10.375,19,52.75,1.125,1017.375,0,0
10-16-2011,26,14,18.75,31.5,55.5,14.125,1012.875,0,0
10-17-2011,17,9,12.875,20.625,62.5,33.5,1013.875,0,38
10-18-2011,12,6,13.25,18.25,79.625,74.625,1012.375,38,0
10-19-2011,9,3,20,28.375,75.25,89,1011.5,0,0
10-20-2011,11,2,16.75,25.375,73.125,9.875,1014.875,0,0
10-21-2011,16,2,7.625,13,64.75,2.125,1021,0,0
10-22-2011,21,7,6,11.125,69,11.5,1018.625,0,8
10-23-2011,21,12,8.75,15.625,84.5,34.375,1016.25,8,0
10-24-2011,23,12,10.125,19.125,78.375,19.375,1019.375,0,0
10-25-2011,25,13,20.25,34.5,68,12.75,1014.125,0,7
10-26-2011,14,9,10,15.25,90.375,75.875,1013,7,0
10-27-2011,12,6,9.875,15.25,77.125,23.875,1019,0,0
10-28-2011,13,4,9.5,15.625,64.125,16.25,1021.875,0,0
10-29-2011,15,2,8.875,16.25,51.75,7.125,1021.25,0,0
10-30-2011,17,6,17.75,30.375,60.5,37,1018.75,0,0
10-31-2011,17,5,10.75,19.75,54.375,1.25,1019.75,0,0
11-01-2011,20,8,17.375,30.125,55.375,7.375,1018.875,0,0
11-02-2011,20,9,16.875,28.25,63.25,13.75,1016.375,0,21
11-03-2011,7,4,22,30.875,91.25,89.125,1014,21,0
11-04-2011,13,3,10.5,18.375,84.5,29.625,1023.5,0,0
11-05-2011,14,5,13.625,22,80.5,23.75,1019.5,0,0
11-06-2011,17,9,18.875,30.625,82.5,50.625,1016.875,0,25
11-07-2011,17,14,12.5,20,94.125,88.125,1019.125,25,43
11-08-2011,18,15,14.5,22.5,93.25,84.375,1012.375,43,9
11-09-2011,10,4,22.625,32.5,78.5,43.375,1016.25,9,0
11-10-2011,7,1,15.75,24.5,61.125,3.5,1024.25,0,0
11-11-2011,16,-1,14.625,25.125,62.5,11.25,1015.875,0,0
11-12-2011,14,6,21.25,37.25,69.375,27,1009.5,0,0
11-13-2011,20,13,20.875,33.75,77.75,21.625,1002,0,3
11-14-2011,21,14,18.375,31.875,77.375,36.25,1004.125,3,0
11-15-2011,17,10,11.625,19.5,79.375,27.5,1008.75,0,0
11-16-2011,7,3,16.5,24,54.875,34.5,1019.5,0,0
11-17-2011,7,-2,9.5,17.5,52.75,12.625,1027.75,0,0
11-18-2011,11,1,23,37.75,53.625,7.875,1019.625,0,0
11-19-2011,18,6,22,35,74.375,56.5,1011.5,0,0
11-20-2011,6,3,12.125,16.25,84.125,71.5,1021.5,0,0
11-21-2011,9,3,6.625,10,84.625,53.5,1021.875,0,22
11-22-2011,9,6,13,18.25,93,89.125,1015.375,22,0
11-23-2011,10,3,7.125,12.875,86.25,35,1024.125,0,0
11-24-2011,14,4,14.875,26.25,80.75,1.5,1024.375,0,0
11-25-2011,15,5,20.875,34.75,78.25,14.625,1017.125,0,25
11-26-2011,15,5,19.75,31,93.25,82.875,1011.625,25,1
11-27-2011,2,0,18.125,24.5,84.25,73,1019.875,1,0
11-28-2011,4,-3,14.125,19.875,77.125,28.375,1018.625,0,0
11-29-2011,5,-2,18.5,27,67.125,10.5,1017.875,0,0
11-30-2011,7,-3,7.125,13.5,55.25,13.25,1022.125,0,0
12-01-2011,11,-1,10.375,19.5,70.125,15.625,1024.875,0,0
12-02-2011,8,-1,9.5,16.75,84.75,42.625,1029.625,0,1
12-03-2011,13,6,20,32.375,79.125,49.125,1021.875,1,6
12-04-2011,6,2,15.25,21.875,86.375,78.875,1020.75,6,0
12-05-2011,0,-2,14.5,19.875,73.5,52,1026.375,0,0
12-06-2011,-2,-3,13.5,17.5,75.375,85.875,1025.5,0,0
12-07-2011,1,-7,11.75,18.875,73.625,30.25,1023.75,0,0
12-08-2011,5,-2,6.5,11.5,65,26.875,1024.125,0,0
12-09-2011,2,-4,8.5,13.75,79.625,40.5,1028.625,0,0
12-10-2011,4,-5,5.75,10,60.75,2.875,1034.375,0,0
12-11-2011,7,-2,11.75,21.5,69.5,1.5,1031.125,0,0
12-12-2011,7,-2,11.25,20.125,61.375,31.375,1028.75,0,18
12-13-2011,7,4,13.5,22.25,90.25,80.375,1027.5,18,17
12-14-2011,15,7,22.375,37.25,92.125,72.25,1016,17,0
12-15-2011,11,1,19.125,27,79.25,49.25,1018.875,0,0
12-16-2011,3,-2,7.375,10.625,68.625,15.875,1029.75,0,0
12-17-2011,8,-2,13.25,22.625,69.25,3.125,1028.25,0,0
12-18-2011,11,1,15.25,29,76.75,16.375,1023.5,0,25
12-19-2011,8,7,12.625,21,87.375,89.875,1017.625,25,34
12-20-2011,9,6,8.25,12,95,87.25,1013,34,0
12-21-2011,8,2,13.375,19.25,87.25,47.125,1011.5,0,0
12-22-2011,5,1,10.625,15.75,88.125,50.5,1020.125,0,0
12-23-2011,2,-3,10,15.875,72.25,18,1029.75,0,0
12-24-2011,7,-1,13,22.25,57.625,0,1029.5,0,0
12-25-2011,8,0,13.875,25.25,70.5,0,1028.875,0,4
12-26-2011,5,-1,12.25,20.625,77.75,41.5,1023.25,4,3
12-27-2011,5,0,15.875,24.5,86.25,36.5,1014.125,3,0
12-28-2011,9,-2,10.375,18.375,78.875,19.125,1018.5,0,0
12-29-2011,13,3,17.75,32.75,76,36.75,1010,0,0
12-30-2011,11,6,23.375,38.5,72.125,20,1007.5,0,0
12-31-2011,13,3,18.75,33.25,72.375,7.125,1012.125,0,0
01-01-2012,6,1,27.75,42.125,65.75,17.875,1022.875,0,0
01-02-2012,0,-4,24.625,35.75,42.5,0.875,1032.75,0,0
01-03-2012,4,-6,12,19.125,36.125,7.75,1029.5,0,0
01-04-2012,8,0,19,33.125,73.625,9,1021.625,0,0
01-05-2012,12,2,16.5,30.75,71.25,2.5,1019,0,0
01-06-2012,16,3,18.25,34.125,64.375,3.5,1012,0,1
01-07-2012,1,-4,18.25,28.125,76,50.875,1021.625,1,0
01-08-2012,7,0,10.75,18.75,74.625,23.625,1025.25,0,0
01-09-2012,2,-3,14,21.875,76.625,51.875,1023.875,0,0
01-10-2012,11,1,5.375,10,60.5,9.875,1016.25,0,4
01-11-2012,10,4,12.375,19.875,73.75,34.375,1004.75,4,0
01-12-2012,-5,-10,28.875,36.375,68.125,90.125,1011.875,0,0
01-13-2012,-5,-11,13.5,20.625,72.375,7.625,1020.125,0,0
01-14-2012,1,-8,13.25,21.75,77.625,22.5,1020.625,0,0
01-15-2012,8,-3,20.125,33.875,72.625,12.75,1023.875,0,0
01-16-2012,17,6,25,43.75,87.125,47.875,1010.625,0,10
01-17-2012,6,-5,25,34.625,76.875,38.125,1017.625,10,0
01-18-2012,3,-6,13.5,20.25,47.25,6.125,1024.5,0,0
01-19-2012,4,-5,13.25,21.5,63.875,18.625,1017.125,0,0
01-20-2012,2,-7,14.25,18.375,67.625,61.125,1016.5,0,0
01-21-2012,1,-7,13.5,18.875,69.375,46,1020.625,0,0
01-22-2012,12,-4,24.75,39.75,88.25,47.75,1007,0,0
01-23-2012,7,0,21.5,32.5,77.875,29.25,1009.875,0,0
01-24-2012,9,-1,8.125,15,70.875,13.75,1023.5,0,9
01-25-2012,3,1,14.25,22.875,85.75,67,1022.5,9,9
01-26-2012,6,1,12.125,18.375,90.125,71.25,1012,9,1
01-27-2012,7,-1,10,17.875,77.875,40.5,1015.625,1,2
01-28-2012,4,-3,18.375,29.125,74.75,11.375,1025.625,2,0
01-29-2012,8,0,16.125,28.75,61.5,10.875,1025.375,0,0
01-30-2012,16,3,19.125,34.5,72.125,6.5,1018.875,0,0
01-31-2012,15,9,17.25,31.25,87.375,47.125,1015.25,0,0
02-01-2012,14,7,9,16.375,77.375,16.25,1019.5,0,0
02-02-2012,16,4,7.25,13.5,65.5,24.125,1024.375,0,8
02-03-2012,12,6,18.875,31.125,77.375,54.375,1022.5,8,17
02-04-2012,12,7,12,17.375,91.625,86.25,1017.5,17,0
02-05-2012,6,2,12,17.5,86.25,64.375,1025.375,0,0
02-06-2012,8,0,7.75,12.5,76.75,0.375,1025.25,0,0
02-07-2012,8,1,8.5,13.875,73.875,54.25,1024.875,0,1
02-08-2012,2,-1,10.625,15.125,82,69.75,1030.5,1,0
02-09-2012,5,-2,7.875,12.25,67.5,58.25,1026.5,0,2
02-10-2012,4,-7,18.625,27,78,64.875,1021.125,2,0
02-11-2012,-3,-9,23.125,31.25,36.75,5.375,1034.875,0,0
02-12-2012,1,-9,10.375,15.5,30.75,7,1033.625,0,3
02-13-2012,-1,-3,17.25,25.75,65.5,85.125,1018.75,3,0
02-14-2012,5,-1,11.25,17.625,89.875,59.25,1014.125,0,8
02-15-2012,6,1,13.375,23.875,97.5,80.875,1015.5,8,5
02-16-2012,7,2,13.375,21.625,90.25,55.625,1022.25,5,0
02-17-2012,12,1,6.5,10.125,77.125,9.625,1021.875,0,0
02-18-2012,7,2,11.25,17.375,75.125,43.125,1020.875,0,0
02-19-2012,6,0,9.875,15.375,64,7.75,1020.5,0,0
02-20-2012,10,-1,17.5,27,60.5,21,1018.25,0,0
02-21-2012,11,2,18.5,28.375,72.875,36.25,1010.75,0,0
02-22-2012,14,4,14.5,24.375,69.5,19.625,1003.125,0,0
02-23-2012,18,6,14.625,23.625,71.125,25.125,994.625,0,0
02-24-2012,6,0,24.75,34.5,65.25,36.5,1014.125,0,0
02-25-2012,5,-3,12.5,20.25,54.75,8.25,1025.75,0,0
02-26-2012,15,1,19.625,31.75,60.375,1.75,1020.25,0,0
02-27-2012,10,3,11.125,18.875,65.5,17.125,1028.375,0,3
02-28-2012,18,2,18.5,29.25,75.625,48.375,1020.375,3,0
02-29-2012,15,8,26,41.125,63.875,8.5,1007,0,0
03-01-2012,18,2,13.375,22.25,60.875,0.375,1008.375,0,11
03-02-2012,13,2,16.375,26.5,84.125,44.375,1002.625,11,0
03-03-2012,6,-1,19.25,30,61.25,8.625,1015.25,0,0
03-04-2012,13,-1,12.25,19.75,58.25,26.375,1013.875,0,0
03-05-2012,10,-3,12.125,19.5,69,9.875,1026.125,0,0
03-06-2012,19,6,25.125,41.625,62.125,33.875,1017.875,0,0
03-07-2012,17,13,22.625,35.5,81.125,57,1014.75,0,14
03-08-2012,7,2,17.25,26.375,73.25,55.25,1022.75,14,0
03-09-2012,13,0,12,20.5,54.75,0.25,1032.875,0,0
03-10-2012,16,3,12.5,21.75,57.625,0.5,1028.625,0,24
03-11-2012,12,7,15.625,27,84,61.375,1019.25,24,0
03-12-2012,23,11,18.375,29.75,76.125,18.375,1011.875,0,0
03-13-2012,26,11,9.75,18,73.75,9,1016.75,0,4
03-14-2012,26,17,15.5,26.5,82.125,28.125,1015.875,4,16
03-15-2012,23,16,12,21.875,85.625,29.5,1017.25,16,14
03-16-2012,25,17,12.625,22.875,83.75,14.375,1016.625,14,18
03-17-2012,24,16,14.125,25.875,84.25,23,1015,18,0
03-18-2012,24,17,16.125,26.25,83.125,26.5,1014.75,0,0
03-19-2012,24,18,20.375,29.875,79,56.75,1011,0,1
03-20-2012,23,16,18.625,26.625,76.625,47.75,1010.75,1,13
03-21-2012,20,17,15.125,25.375,87,88.125,1011.5,13,5
03-22-2012,20,13,9,13.5,75.875,27.125,1013.875,5,13
03-23-2012,16,11,14,21.875,85.25,63.875,1011,13,0
03-24-2012,21,9,14.375,22.75,77.25,24.75,1012.5,0,0
03-25-2012,23,12,8.375,14.25,80.25,17.125,1017,0,0
03-26-2012,24,13,10.625,18.25,78.875,15.375,1018.75,0,0
03-27-2012,26,13,17.125,28.125,73.375,19.75,1015.75,0,6
03-28-2012,26,16,9.75,17.625,77.25,20.375,1014.875,6,12
03-29-2012,25,16,8.25,14.125,79.25,20.5,1012,12,0
03-30-2012,24,15,13.125,22.375,80.25,20.875,1007.75,0,0
03-31-2012,26,13,8.625,15.75,77.75,24.875,1009.75,0,0
04-01-2012,30,17,13.875,23.75,71.75,3.375,1004.875,0,0
04-02-2012,30,16,11.75,21.5,70.25,1,1005.625,0,5
04-03-2012,25,16,10.625,18.25,84.5,36.5,1009.5,5,11
04-04-2012,22,14,6.875,10.5,89.25,65.25,1007.375,11,4
04-05-2012,12,9,11.5,16.875,91.875,76.125,1010.5,4,0
04-06-2012,16,4,9.75,16,73.375,8.125,1020.875,0,6
04-07-2012,19,6,10.25,18.125,80.625,40.5,1022.25,6,0
04-08-2012,20,6,8,14.375,67,15,1026,0,0
04-09-2012,21,8,10.375,18.125,55.375,2.125,1020.625,0,0
04-10-2012,16,6,10.75,17.5,53.875,16.75,1021.375,0,0
04-11-2012,13,3,9.5,15.875,57,0.25,1025,0,0
04-12-2012,16,4,10.625,18,65.125,26.5,1022.5,0,16
04-13-2012,17,9,17,27,84.125,70.125,1016.5,16,18
04-14-2012,24,14,17.625,29.125,88,59.5,1011.25,18,6
04-15-2012,22,15,24.625,39.25,87.5,48,1005.125,6,0
04-16-2012,18,8,15.5,24.125,70.375,0.75,1016.25,0,0
04-17-2012,21,8,6.375,11,69.125,7.5,1024.875,0,0
04-18-2012,23,9,11.625,19.875,67.625,6,1020.125,0,0
04-19-2012,25,10,15.625,26.75,63.125,15.875,1011.875,0,4
04-20-2012,11,7,14.25,21.875,80.75,58.125,1012,4,0
04-21-2012,17,4,5.75,9.625,71.5,11.5,1016.5,0,0
04-22-2012,14,7,16.75,25.375,76.625,32,1016.125,0,0
04-23-2012,17,3,13.625,21,70.25,12.625,1019.125,0,0
04-24-2012,25,7,13.375,21.875,67.875,9.25,1009.125,0,0
04-25-2012,30,16,14.125,23,72.75,11.75,1002.5,0,0
04-26-2012,27,17,13.5,22.5,74.125,9.375,1010.25,0,0
04-27-2012,18,9,20.875,29.25,66.375,48,1014.5,0,17
04-28-2012,24,15,13,21.125,91.375,74.25,1010.75,17,31
04-29-2012,22,16,7.25,12.875,91.75,73.125,1015,31,37
04-30-2012,22,17,9.125,14.875,89.25,52.125,1014.125,37,10
05-01-2012,28,18,14.375,24.375,81.25,22.625,1010.25,10,0
05-02-2012,31,20,19.375,31.125,68.75,2,1010.75,0,0
05-03-2012,29,20,15.875,24.625,80.25,19.875,1012.125,0,0
05-04-2012,31,19,12,19.375,76.75,27.25,1011.375,0,0
05-05-2012,33,18,8.75,15.25,68.125,14.125,1010.75,0,0
05-06-2012,33,19,10.875,19.125,70.75,6.625,1010.25,0,5
05-07-2012,22,15,11.125,18.125,87.375,52.125,1011.75,5,0
05-08-2012,22,12,10,15.875,63.375,14.25,1015.25,0,0
05-09-2012,21,10,11.25,17.625,64,5.875,1015.25,0,0
05-10-2012,25,10,6.25,11.375,69,7.375,1014.625,0,0
05-11-2012,25,11,8.375,14,66.25,8.875,1017.75,0,1
05-12-2012,24,15,6.25,11.25,68.125,36.625,1020.625,1,0
05-13-2012,23,13,10.125,16.125,81,42.75,1020.625,0,0
05-14-2012,24,12,8,12.625,67.875,8.5,1018.75,0,0
